Date: 10/8/2024 Time: 18:10:27, Count: 1, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:12:41, Count: 54, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:12:51, Count: 55, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:12:53, Count: 56, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:12:55, Count: 57, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:13:00, Count: 58, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:13:02, Count: 59, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:13:07, Count: 60, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:13:10, Count: 61, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:13:17, Count: 62, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:13:46, Count: 63, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:13:48, Count: 64, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:13:51, Count: 65, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:13:53, Count: 66, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:15:34, Count: 67, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:15:41, Count: 68, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:15:42, Count: 69, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:15:45, Count: 70, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:15:46, Count: 71, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:15:48, Count: 72, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:15:50, Count: 73, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:15:52, Count: 74, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:15:54, Count: 75, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:15:59, Count: 76, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:16:02, Count: 77, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:16:05, Count: 78, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:16:07, Count: 79, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:16:09, Count: 80, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:16:11, Count: 81, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:16:13, Count: 82, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:16:15, Count: 83, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:16:18, Count: 84, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:16:20, Count: 85, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:16:22, Count: 86, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:16:26, Count: 87, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:16:37, Count: 88, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:16:41, Count: 89, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:16:45, Count: 90, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:16:52, Count: 91, Pin: D5, Sensor Name: Sensor 3
Date: 10/8/2024 Time: 20:16:56, Count: 92, Pin: D5, Sensor Name: Sensor 3
Date: 10/9/2024 Time: 07:29:38, Count: 93, Pin: D5, Sensor Name: Sensor 3
